Contract,Date,pClose,pSettle,Open,High,Low,Close,Settle,UpDown1,UpDown2,Volume,Amount,OpenInterest
p1001,2009-07-27,5666,5704,6300.82761538306,6345.54605126229,6262.81694488572,6294.11985000117,5638,-74,-66,428266,2415185.7,282408
p1001,2009-07-28,5630,5638,6294.11985000117,6517.71202939731,6287.41208461929,6504.29649863354,5764,180,126,777920,4484925.06,296042
p1001,2009-07-29,5818,5764,6484.17320248789,6535.599403749,6392.50040893547,6434.98292302073,5782,-8,18,583682,3375738.22,270828
p1001,2009-07-30,5756,5782,6439.45476660866,6481.93728069393,6394.73633072944,6450.63437557847,5754,-12,-28,351284,2021422,275326
p1001,2009-07-31,5770,5754,6595.96929218596,6645.1595716531,6544.54309092484,6589.26152680407,5896,140,142,357846,2109876.8,251304
p1001,2009-08-03,5894,5896,6685.40616394441,6826.26923696398,6647.39549344706,6824.03331517001,6020,208,124,373984,2251821.44,205492
p1001,2009-08-04,6104,6020,6931.35756128016,6980.5478407473,6792.73041005455,6859.80806387339,6144,116,124,252058,1549116.79,186114
p1001,2009-08-05,6136,6144,6920.17795231035,6935.82940486808,6841.9206895217,6857.57214207943,6168,-10,24,183566,1132319.01,184626
p1001,2009-08-06,6134,6168,6862.04398566735,6875.45951643112,6730.12459982363,6761.42750493909,6080,-120,-88,164256,998840.67,177088
p1001,2009-08-07,6048,6080,6707.76538188402,6870.9876728432,6705.52946009006,6817.32554978813,6098,18,18,200120,1220367.74,164022
p1005,2009-08-10,6356,6400,6845.21265870796,7141.24504570317,6845.21265870796,7128.37407235555,6568,246,168,849442,5580042.2,252376
p1005,2009-08-11,6646,6568,7076.89017896508,7126.22891013095,6997.51917665477,7087.6159900881,6588,40,20,729346,4806004.04,254966
p1005,2009-08-12,6608,6588,7182.00312797062,7257.08380583173,7055.43855671905,7068.30953006667,6688,2,100,884224,5914512.88,251212
p1005,2009-08-13,6590,6688,7186.29345241983,7237.7773458103,7117.64826123254,7156.26118127539,6690,-16,2,684258,4578129.76,229024
p1005,2009-08-14,6672,6690,7136.95472125397,7184.14829019523,6980.35787885795,7023.26112335001,6588,-142,-102,669586,4412208.73,226038
p1005,2009-08-17,6548,6588,6866.66428095399,6892.40622764923,6714.35776300719,6740.09970970242,6338,-304,-250,618504,3920595,200668
p1005,2009-08-18,6284,6338,6810.89006311432,6849.50298315717,6765.84165639766,6832.34168536035,6352,32,14,498354,3165942.46,202470
